id_cliente,nombre_cliente,segmento,ciudad,region,departamento,genero,rango_edad,fecha_alta,estado_cliente
C04118,Cliente 04118,Educacion,Cartagena,Caribe,Bolivar,M,46-55,2023-08-06,Activo
C04119,Cliente 04119,Hogar,Barranquilla,Caribe,Atlantico,M,56+,2022-07-21,Activo
C04120,Cliente 04120,Pyme,Cali,Occidente,Valle del Cauca,F,46-55,2021-06-22,Activo
C04121,Cliente 04121,Gobierno,Villavicencio,Llanos,Meta,F,26-35,2022-04-28,Activo
C04122,Cliente 04122,Corporativo,Pasto,Sur,Narino,No informado,46-55,2019-09-26,Activo
C04123,Cliente 04123,Hogar,Bucaramanga,Oriente,Santander,No informado,36-45,2022-05-15,Activo
C04124,Cliente 04124,Hogar,Cali,Occidente,Valle del Cauca,No informado,46-55,2022-10-08,Activo
C04125,Cliente 04125,Corporativo,Villavicencio,Llanos,Meta,F,26-35,2020-05-27,Activo
C04126,Cliente 04126,Corporativo,Ibague,Centro,Tolima,M,26-35,2022-12-13,Activo
C04127,Cliente 04127,Hogar,Pereira,Eje Cafetero,Risaralda,F,18-25,2025-10-29,Activo
C04128,Cliente 04128,Gobierno,Pasto,Sur,Narino,M,36-45,2022-09-01,Activo
C04129,Cliente 04129,Pyme,Bucaramanga,Oriente,Santander,F,46-55,2024-05-04,Activo
C04130,Cliente 04130,Educacion,Medellin,Antioquia,Antioquia,F,56+,2023-07-16,Activo
C04131,Cliente 04131,Hogar,Villavicencio,Llanos,Meta,M,56+,2022-07-10,Activo
C04132,Cliente 04132,Pyme,Barranquilla,Caribe,Atlantico,M,26-35,2022-04-22,Activo
C04133,Cliente 04133,Gobierno,Bogota,Centro,Cundinamarca,F,56+,2023-06-12,Activo
C04134,Cliente 04134,Hogar,Medellin,Antioquia,Antioquia,F,36-45,2023-05-29,Activo
C04135,Cliente 04135,Educacion,Ibague,Centro,Tolima,F,46-55,2024-08-10,Activo
C04136,Cliente 04136,Gobierno,Cali,Occidente,Valle del Cauca,M,26-35,2023-02-03,Activo
C04137,Cliente 04137,Gobierno,Bucaramanga,Oriente,Santander,F,56+,2021-05-19,Activo
C04138,Cliente 04138,Hogar,Manizales,Eje Cafetero,Caldas,No informado,56+,2019-04-21,Activo
C04139,Cliente 04139,Corporativo,Barranquilla,Caribe,Atlantico,F,18-25,2025-01-21,Activo
C04140,Cliente 04140,Gobierno,Manizales,Eje Cafetero,Caldas,M,46-55,2023-09-22,Activo
C04141,Cliente 04141,Hogar,Pasto,Sur,Narino,M,46-55,2024-06-16,Activo
C04142,Cliente 04142,Pyme,Santa Marta,Caribe,Magdalena,M,26-35,2023-01-17,Activo
C04143,Cliente 04143,Corporativo,Medellin,Antioquia,Antioquia,F,46-55,2026-01-05,Inactivo
C04144,Cliente 04144,Educacion,Cartagena,Caribe,Bolivar,F,36-45,2022-04-08,Activo
C04145,Cliente 04145,Corporativo,Bucaramanga,Oriente,Santander,F,46-55,2025-08-06,Activo
C04146,Cliente 04146,Corporativo,Bucaramanga,Oriente,Santander,F,46-55,2020-10-12,Activo
C04147,Cliente 04147,Pyme,Villavicencio,Llanos,Meta,F,26-35,2020-03-19,Activo
C04148,Cliente 04148,Educacion,Cali,Occidente,Valle del Cauca,F,56+,2020-07-15,Activo
C04149,Cliente 04149,Pyme,Manizales,Eje Cafetero,Caldas,M,46-55,2023-03-12,Activo
C04150,Cliente 04150,Corporativo,Pereira,Eje Cafetero,Risaralda,M,56+,2024-02-12,Activo
C04151,Cliente 04151,Hogar,Barranquilla,Caribe,Atlantico,M,36-45,2021-09-13,Activo
C04152,Cliente 04152,Educacion,Cali,Occidente,Valle del Cauca,No informado,56+,2021-10-07,Activo
C04153,Cliente 04153,Pyme,Pasto,Sur,Narino,No informado,18-25,2022-08-20,Inactivo
C04154,Cliente 04154,Educacion,Villavicencio,Llanos,Meta,F,46-55,2025-11-26,Activo
C04155,Cliente 04155,Educacion,Manizales,Eje Cafetero,Caldas,No informado,36-45,2025-10-01,Inactivo
C04156,Cliente 04156,Gobierno,Barranquilla,Caribe,Atlantico,M,26-35,2025-03-11,Activo
C04157,Cliente 04157,Hogar,Cartagena,Caribe,Bolivar,No informado,46-55,2022-09-20,Activo
C04158,Cliente 04158,Educacion,Pasto,Sur,Narino,No informado,18-25,2022-11-14,Activo
C04159,Cliente 04159,Hogar,Cartagena,Caribe,Bolivar,F,18-25,2021-10-10,Activo
C04160,Cliente 04160,Gobierno,Medellin,Antioquia,Antioquia,No informado,46-55,2023-06-07,Activo
C04161,Cliente 04161,Gobierno,Ibague,Centro,Tolima,No informado,36-45,2024-11-01,Activo
C04162,Cliente 04162,Corporativo,Bucaramanga,Oriente,Santander,M,26-35,2021-10-28,Activo
C04163,Cliente 04163,Educacion,Barranquilla,Caribe,Atlantico,F,26-35,2024-10-30,Activo
C04164,Cliente 04164,Educacion,Bucaramanga,Oriente,Santander,No informado,36-45,2019-02-01,Activo
C04165,Cliente 04165,Gobierno,Bucaramanga,Oriente,Santander,M,36-45,2024-01-19,Activo
C04166,Cliente 04166,Pyme,Santa Marta,Caribe,Magdalena,No informado,46-55,2020-04-03,Activo
C04167,Cliente 04167,Educacion,Bogota,Centro,Cundinamarca,F,18-25,2024-03-09,Activo
C04168,Cliente 04168,Pyme,Cali,Occidente,Valle del Cauca,M,56+,2021-08-26,Activo
C04169,Cliente 04169,Corporativo,Pasto,Sur,Narino,F,56+,2025-10-04,Activo
C04170,Cliente 04170,Gobierno,Medellin,Antioquia,Antioquia,No informado,26-35,2021-02-01,Activo
C04171,Cliente 04171,Hogar,Cali,Occidente,Valle del Cauca,No informado,56+,2021-06-01,Activo
C04172,Cliente 04172,Corporativo,Bucaramanga,Oriente,Santander,F,36-45,2022-11-06,Activo
C04173,Cliente 04173,Gobierno,Cali,Occidente,Valle del Cauca,F,46-55,2024-03-01,Activo
C04174,Cliente 04174,Educacion,Pereira,Eje Cafetero,Risaralda,M,46-55,2025-12-27,Inactivo
C04175,Cliente 04175,Corporativo,Bucaramanga,Oriente,Santander,F,36-45,2020-04-09,Inactivo
C04176,Cliente 04176,Corporativo,Barranquilla,Caribe,Atlantico,F,36-45,2020-12-14,Activo
C04177,Cliente 04177,Educacion,Santa Marta,Caribe,Magdalena,F,56+,2024-10-09,Activo
C04178,Cliente 04178,Hogar,Bucaramanga,Oriente,Santander,No informado,56+,2023-12-02,Activo
C04179,Cliente 04179,Corporativo,Villavicencio,Llanos,Meta,No informado,18-25,2023-12-07,Activo
C04180,Cliente 04180,Hogar,Cartagena,Caribe,Bolivar,F,56+,2021-08-01,Activo
C04181,Cliente 04181,Hogar,Bogota,Centro,Cundinamarca,F,46-55,2025-08-17,Activo
C04182,Cliente 04182,Hogar,Manizales,Eje Cafetero,Caldas,F,46-55,2025-12-01,Activo
C04183,Cliente 04183,Hogar,Pasto,Sur,Narino,M,26-35,2023-02-08,Activo
C04184,Cliente 04184,Pyme,Pereira,Eje Cafetero,Risaralda,F,18-25,2021-09-20,Inactivo
C04185,Cliente 04185,Corporativo,Bogota,Centro,Cundinamarca,M,56+,2021-03-21,Activo
C04186,Cliente 04186,Pyme,Cali,Occidente,Valle del Cauca,M,26-35,2022-04-05,Activo
C04187,Cliente 04187,Educacion,Santa Marta,Caribe,Magdalena,No informado,56+,2022-06-15,Activo
C04188,Cliente 04188,Corporativo,Cali,Occidente,Valle del Cauca,No informado,18-25,2025-10-09,Activo
C04189,Cliente 04189,Corporativo,Bucaramanga,Oriente,Santander,M,18-25,2025-04-25,Activo
C04190,Cliente 04190,Gobierno,Santa Marta,Caribe,Magdalena,M,56+,2022-11-21,Activo
C04191,Cliente 04191,Pyme,Bogota,Centro,Cundinamarca,No informado,26-35,2020-05-04,Activo
C04192,Cliente 04192,Corporativo,Pasto,Sur,Narino,No informado,56+,2021-02-28,Activo
C04193,Cliente 04193,Educacion,Pasto,Sur,Narino,F,18-25,2021-12-07,Activo
C04194,Cliente 04194,Gobierno,Cartagena,Caribe,Bolivar,No informado,56+,2023-11-09,Activo
C04195,Cliente 04195,Pyme,Pereira,Eje Cafetero,Risaralda,No informado,36-45,2022-03-06,Activo
C04196,Cliente 04196,Hogar,Medellin,Antioquia,Antioquia,No informado,18-25,2025-04-01,Activo
C04197,Cliente 04197,Gobierno,Villavicencio,Llanos,Meta,F,56+,2023-06-02,Activo
C04198,Cliente 04198,Gobierno,Medellin,Antioquia,Antioquia,M,36-45,2022-07-24,Activo
C04199,Cliente 04199,Corporativo,Cali,Occidente,Valle del Cauca,M,26-35,2025-01-04,Activo
C04200,Cliente 04200,Gobierno,Cali,Occidente,Valle del Cauca,No informado,26-35,2020-04-13,Activo
C04201,Cliente 04201,Gobierno,Ibague,Centro,Tolima,No informado,36-45,2019-11-21,Activo
C04202,Cliente 04202,Hogar,Cali,Occidente,Valle del Cauca,No informado,36-45,2021-08-17,Activo
C04203,Cliente 04203,Educacion,Bogota,Centro,Cundinamarca,No informado,26-35,2025-04-26,Activo
C04204,Cliente 04204,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2019-03-16,Activo
C04205,Cliente 04205,Pyme,Bogota,Centro,Cundinamarca,No informado,18-25,2020-12-25,Activo
C04206,Cliente 04206,Corporativo,Ibague,Centro,Tolima,F,18-25,2023-11-19,Activo
C04207,Cliente 04207,Pyme,Bucaramanga,Oriente,Santander,F,56+,2023-03-23,Activo
C04208,Cliente 04208,Gobierno,Ibague,Centro,Tolima,M,26-35,2023-07-19,Activo
C04209,Cliente 04209,Corporativo,Manizales,Eje Cafetero,Caldas,M,26-35,2022-04-28,Activo
C04210,Cliente 04210,Gobierno,Barranquilla,Caribe,Atlantico,F,18-25,2020-04-13,Activo
C04211,Cliente 04211,Corporativo,Villavicencio,Llanos,Meta,M,18-25,2025-09-10,Inactivo
C04212,Cliente 04212,Corporativo,Barranquilla,Caribe,Atlantico,F,36-45,2021-04-21,Activo
C04213,Cliente 04213,Hogar,Bogota,Centro,Cundinamarca,M,56+,2024-11-18,Activo
C04214,Cliente 04214,Hogar,Pereira,Eje Cafetero,Risaralda,No informado,46-55,2019-11-02,Activo
C04215,Cliente 04215,Educacion,Ibague,Centro,Tolima,M,26-35,2019-03-28,Activo
C04216,Cliente 04216,Corporativo,Medellin,Antioquia,Antioquia,M,18-25,2024-12-29,Activo
C04217,Cliente 04217,Hogar,Medellin,Antioquia,Antioquia,F,26-35,2023-03-14,Activo
C04218,Cliente 04218,Corporativo,Bogota,Centro,Cundinamarca,M,18-25,2019-02-27,Activo
C04219,Cliente 04219,Hogar,Bogota,Centro,Cundinamarca,F,46-55,2020-11-03,Activo
C04220,Cliente 04220,Pyme,Medellin,Antioquia,Antioquia,M,18-25,2020-05-07,Activo
C04221,Cliente 04221,Hogar,Pasto,Sur,Narino,M,56+,2022-02-16,Activo
C04222,Cliente 04222,Gobierno,Barranquilla,Caribe,Atlantico,F,56+,2019-05-18,Activo
C04223,Cliente 04223,Pyme,Bogota,Centro,Cundinamarca,No informado,18-25,2019-11-04,Inactivo
C04224,Cliente 04224,Pyme,Cali,Occidente,Valle del Cauca,M,36-45,2026-01-23,Activo
C04225,Cliente 04225,Educacion,Barranquilla,Caribe,Atlantico,F,36-45,2025-04-30,Activo
C04226,Cliente 04226,Pyme,Pasto,Sur,Narino,No informado,26-35,2022-03-29,Activo
C04227,Cliente 04227,Educacion,Villavicencio,Llanos,Meta,M,56+,2019-11-16,Activo
C04228,Cliente 04228,Hogar,Bogota,Centro,Cundinamarca,F,56+,2022-09-23,Activo
C04229,Cliente 04229,Hogar,Bucaramanga,Oriente,Santander,M,46-55,2023-05-06,Activo
C04230,Cliente 04230,Corporativo,Barranquilla,Caribe,Atlantico,No informado,36-45,2020-07-11,Activo
C04231,Cliente 04231,Gobierno,Pereira,Eje Cafetero,Risaralda,F,36-45,2020-11-19,Activo
C04232,Cliente 04232,Gobierno,Bucaramanga,Oriente,Santander,F,36-45,2019-01-05,Activo
C04233,Cliente 04233,Hogar,Villavicencio,Llanos,Meta,No informado,26-35,2023-11-26,Activo
C04234,Cliente 04234,Gobierno,Cali,Occidente,Valle del Cauca,M,56+,2023-06-24,Activo
C04235,Cliente 04235,Hogar,Ibague,Centro,Tolima,M,36-45,2021-07-09,Activo
C04236,Cliente 04236,Corporativo,Cartagena,Caribe,Bolivar,M,18-25,2020-10-01,Activo
C04237,Cliente 04237,Educacion,Barranquilla,Caribe,Atlantico,No informado,56+,2024-12-12,Activo
C04238,Cliente 04238,Corporativo,Villavicencio,Llanos,Meta,M,18-25,2023-11-23,Activo
C04239,Cliente 04239,Corporativo,Bogota,Centro,Cundinamarca,M,18-25,2025-10-06,Activo
C04240,Cliente 04240,Corporativo,Medellin,Antioquia,Antioquia,No informado,46-55,2023-07-11,Activo
C04241,Cliente 04241,Hogar,Barranquilla,Caribe,Atlantico,F,18-25,2019-12-31,Activo
C04242,Cliente 04242,Educacion,Ibague,Centro,Tolima,No informado,46-55,2019-02-22,Activo
C04243,Cliente 04243,Educacion,Cali,Occidente,Valle del Cauca,M,46-55,2019-04-03,Activo
C04244,Cliente 04244,Pyme,Santa Marta,Caribe,Magdalena,M,56+,2021-09-04,Inactivo
C04245,Cliente 04245,Pyme,Ibague,Centro,Tolima,No informado,46-55,2024-12-31,Activo
C04246,Cliente 04246,Educacion,Villavicencio,Llanos,Meta,M,26-35,2025-04-11,Activo
C04247,Cliente 04247,Hogar,Cartagena,Caribe,Bolivar,No informado,56+,2021-04-20,Activo
C04248,Cliente 04248,Pyme,Villavicencio,Llanos,Meta,M,18-25,2025-11-21,Inactivo
C04249,Cliente 04249,Corporativo,Villavicencio,Llanos,Meta,F,56+,2021-12-05,Activo
C04250,Cliente 04250,Hogar,Pereira,Eje Cafetero,Risaralda,F,56+,2020-05-27,Activo
C04251,Cliente 04251,Gobierno,Bucaramanga,Oriente,Santander,M,26-35,2026-01-30,Activo
C04252,Cliente 04252,Pyme,Barranquilla,Caribe,Atlantico,No informado,46-55,2020-08-24,Activo
C04253,Cliente 04253,Pyme,Santa Marta,Caribe,Magdalena,F,26-35,2024-01-17,Activo
C04254,Cliente 04254,Educacion,Pereira,Eje Cafetero,Risaralda,M,36-45,2019-06-16,Activo
C04255,Cliente 04255,Hogar,Barranquilla,Caribe,Atlantico,No informado,46-55,2024-05-16,Activo
C04256,Cliente 04256,Corporativo,Santa Marta,Caribe,Magdalena,F,46-55,2024-08-20,Activo
C04257,Cliente 04257,Hogar,Bogota,Centro,Cundinamarca,No informado,56+,2019-11-18,Activo
C04258,Cliente 04258,Hogar,Bucaramanga,Oriente,Santander,F,46-55,2020-01-20,Activo
C04259,Cliente 04259,Hogar,Pereira,Eje Cafetero,Risaralda,F,18-25,2020-12-31,Activo
C04260,Cliente 04260,Educacion,Pasto,Sur,Narino,F,26-35,2023-11-02,Activo
C04261,Cliente 04261,Hogar,Pasto,Sur,Narino,M,56+,2020-08-29,Activo
C04262,Cliente 04262,Hogar,Bogota,Centro,Cundinamarca,M,26-35,2020-02-01,Activo
C04263,Cliente 04263,Corporativo,Cartagena,Caribe,Bolivar,No informado,26-35,2020-12-08,Activo
C04264,Cliente 04264,Hogar,Pereira,Eje Cafetero,Risaralda,M,46-55,2025-09-20,Activo
C04265,Cliente 04265,Gobierno,Villavicencio,Llanos,Meta,M,26-35,2020-07-14,Inactivo
C04266,Cliente 04266,Educacion,Santa Marta,Caribe,Magdalena,M,36-45,2023-04-16,Activo
C04267,Cliente 04267,Educacion,Santa Marta,Caribe,Magdalena,F,56+,2020-10-26,Activo
C04268,Cliente 04268,Educacion,Villavicencio,Llanos,Meta,F,26-35,2024-06-28,Activo
C04269,Cliente 04269,Educacion,Villavicencio,Llanos,Meta,M,18-25,2019-08-22,Activo
C04270,Cliente 04270,Gobierno,Cartagena,Caribe,Bolivar,F,36-45,2020-03-14,Activo
C04271,Cliente 04271,Corporativo,Cali,Occidente,Valle del Cauca,M,46-55,2023-03-03,Activo
C04272,Cliente 04272,Pyme,Barranquilla,Caribe,Atlantico,F,26-35,2023-08-09,Activo
C04273,Cliente 04273,Hogar,Pasto,Sur,Narino,M,26-35,2023-04-23,Activo
C04274,Cliente 04274,Corporativo,Pasto,Sur,Narino,No informado,36-45,2019-10-04,Activo
C04275,Cliente 04275,Pyme,Villavicencio,Llanos,Meta,No informado,18-25,2024-10-31,Activo
C04276,Cliente 04276,Hogar,Bogota,Centro,Cundinamarca,F,56+,2019-05-04,Activo
C04277,Cliente 04277,Corporativo,Pasto,Sur,Narino,No informado,46-55,2024-03-16,Activo
C04278,Cliente 04278,Hogar,Ibague,Centro,Tolima,M,36-45,2019-12-06,Activo
C04279,Cliente 04279,Gobierno,Pereira,Eje Cafetero,Risaralda,M,36-45,2026-01-07,Activo
C04280,Cliente 04280,Gobierno,Bucaramanga,Oriente,Santander,M,18-25,2021-03-11,Activo
C04281,Cliente 04281,Pyme,Manizales,Eje Cafetero,Caldas,No informado,56+,2022-02-23,Activo
C04282,Cliente 04282,Hogar,Manizales,Eje Cafetero,Caldas,M,56+,2023-10-28,Activo
C04283,Cliente 04283,Educacion,Manizales,Eje Cafetero,Caldas,F,18-25,2024-06-21,Activo
C04284,Cliente 04284,Pyme,Barranquilla,Caribe,Atlantico,No informado,18-25,2020-04-15,Activo
C04285,Cliente 04285,Corporativo,Pereira,Eje Cafetero,Risaralda,M,18-25,2021-01-05,Activo
C04286,Cliente 04286,Hogar,Pasto,Sur,Narino,M,36-45,2019-06-10,Activo
C04287,Cliente 04287,Educacion,Cartagena,Caribe,Bolivar,M,18-25,2020-09-07,Activo
C04288,Cliente 04288,Corporativo,Santa Marta,Caribe,Magdalena,M,46-55,2020-10-14,Activo
C04289,Cliente 04289,Pyme,Bogota,Centro,Cundinamarca,M,36-45,2023-09-26,Activo
C04290,Cliente 04290,Corporativo,Pasto,Sur,Narino,No informado,18-25,2025-02-27,Activo
C04291,Cliente 04291,Educacion,Pasto,Sur,Narino,M,26-35,2020-10-31,Activo
C04292,Cliente 04292,Gobierno,Medellin,Antioquia,Antioquia,M,26-35,2019-02-05,Activo
C04293,Cliente 04293,Hogar,Barranquilla,Caribe,Atlantico,No informado,46-55,2024-01-27,Activo
C04294,Cliente 04294,Pyme,Cartagena,Caribe,Bolivar,F,56+,2023-10-03,Inactivo
C04295,Cliente 04295,Hogar,Ibague,Centro,Tolima,F,18-25,2025-07-28,Activo
C04296,Cliente 04296,Pyme,Cali,Occidente,Valle del Cauca,No informado,26-35,2023-11-04,Inactivo
C04297,Cliente 04297,Hogar,Pasto,Sur,Narino,F,26-35,2022-08-28,Activo
C04298,Cliente 04298,Gobierno,Ibague,Centro,Tolima,No informado,26-35,2023-11-13,Activo
C04299,Cliente 04299,Gobierno,Cali,Occidente,Valle del Cauca,M,56+,2020-09-07,Activo
C04300,Cliente 04300,Pyme,Pasto,Sur,Narino,M,18-25,2020-09-04,Activo
C04301,Cliente 04301,Corporativo,Pasto,Sur,Narino,M,36-45,2023-10-28,Activo
C04302,Cliente 04302,Hogar,Cali,Occidente,Valle del Cauca,F,46-55,2024-12-26,Activo
C04303,Cliente 04303,Educacion,Villavicencio,Llanos,Meta,F,56+,2020-06-22,Activo
C04304,Cliente 04304,Pyme,Manizales,Eje Cafetero,Caldas,F,36-45,2023-09-27,Activo
C04305,Cliente 04305,Pyme,Manizales,Eje Cafetero,Caldas,M,56+,2023-11-07,Activo
C04306,Cliente 04306,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2022-08-24,Activo
C04307,Cliente 04307,Pyme,Cartagena,Caribe,Bolivar,No informado,56+,2025-08-23,Activo
C04308,Cliente 04308,Hogar,Manizales,Eje Cafetero,Caldas,F,36-45,2021-07-18,Activo
C04309,Cliente 04309,Pyme,Bogota,Centro,Cundinamarca,F,36-45,2020-02-28,Activo
C04310,Cliente 04310,Corporativo,Bucaramanga,Oriente,Santander,No informado,46-55,2022-05-02,Activo
C04311,Cliente 04311,Corporativo,Bucaramanga,Oriente,Santander,M,18-25,2022-03-26,Activo
C04312,Cliente 04312,Educacion,Barranquilla,Caribe,Atlantico,No informado,26-35,2020-08-23,Activo
C04313,Cliente 04313,Educacion,Cartagena,Caribe,Bolivar,F,18-25,2025-06-18,Activo
C04314,Cliente 04314,Gobierno,Bogota,Centro,Cundinamarca,F,46-55,2023-12-19,Activo
C04315,Cliente 04315,Gobierno,Bogota,Centro,Cundinamarca,No informado,46-55,2022-07-25,Activo
C04316,Cliente 04316,Educacion,Villavicencio,Llanos,Meta,No informado,36-45,2022-07-09,Activo
C04317,Cliente 04317,Gobierno,Cali,Occidente,Valle del Cauca,M,18-25,2024-12-30,Inactivo
C04318,Cliente 04318,Hogar,Barranquilla,Caribe,Atlantico,No informado,56+,2020-10-02,Inactivo
C04319,Cliente 04319,Hogar,Pasto,Sur,Narino,F,18-25,2025-06-02,Activo
C04320,Cliente 04320,Hogar,Ibague,Centro,Tolima,F,56+,2026-01-06,Activo
C04321,Cliente 04321,Educacion,Pasto,Sur,Narino,F,56+,2020-05-28,Activo
C04322,Cliente 04322,Corporativo,Medellin,Antioquia,Antioquia,M,18-25,2019-05-25,Activo
C04323,Cliente 04323,Educacion,Medellin,Antioquia,Antioquia,M,36-45,2024-01-02,Activo
C04324,Cliente 04324,Corporativo,Santa Marta,Caribe,Magdalena,No informado,56+,2023-02-09,Activo
C04325,Cliente 04325,Gobierno,Bogota,Centro,Cundinamarca,F,36-45,2020-06-24,Activo
C04326,Cliente 04326,Educacion,Ibague,Centro,Tolima,No informado,26-35,2022-05-22,Activo
C04327,Cliente 04327,Gobierno,Ibague,Centro,Tolima,F,26-35,2024-10-15,Activo
C04328,Cliente 04328,Hogar,Manizales,Eje Cafetero,Caldas,No informado,46-55,2022-05-12,Activo
C04329,Cliente 04329,Educacion,Bucaramanga,Oriente,Santander,F,46-55,2019-04-12,Activo
C04330,Cliente 04330,Gobierno,Cartagena,Caribe,Bolivar,M,56+,2022-11-17,Activo
C04331,Cliente 04331,Corporativo,Cali,Occidente,Valle del Cauca,F,26-35,2024-03-17,Activo
C04332,Cliente 04332,Gobierno,Cali,Occidente,Valle del Cauca,No informado,18-25,2024-12-27,Activo
C04333,Cliente 04333,Pyme,Cali,Occidente,Valle del Cauca,No informado,18-25,2021-08-27,Activo
C04334,Cliente 04334,Corporativo,Pereira,Eje Cafetero,Risaralda,No informado,46-55,2022-08-27,Activo
C04335,Cliente 04335,Pyme,Pereira,Eje Cafetero,Risaralda,F,26-35,2022-09-25,Activo
C04336,Cliente 04336,Hogar,Ibague,Centro,Tolima,No informado,46-55,2022-11-05,Activo
C04337,Cliente 04337,Gobierno,Medellin,Antioquia,Antioquia,No informado,26-35,2023-10-15,Inactivo
C04338,Cliente 04338,Educacion,Santa Marta,Caribe,Magdalena,F,26-35,2020-04-23,Activo
C04339,Cliente 04339,Educacion,Manizales,Eje Cafetero,Caldas,M,56+,2023-12-10,Activo
C04340,Cliente 04340,Pyme,Bogota,Centro,Cundinamarca,F,56+,2024-07-19,Activo
C04341,Cliente 04341,Educacion,Manizales,Eje Cafetero,Caldas,No informado,36-45,2019-04-26,Activo
C04342,Cliente 04342,Educacion,Pereira,Eje Cafetero,Risaralda,F,18-25,2021-11-18,Activo
C04343,Cliente 04343,Corporativo,Pasto,Sur,Narino,M,56+,2023-08-06,Activo
C04344,Cliente 04344,Hogar,Bucaramanga,Oriente,Santander,No informado,36-45,2022-04-23,Activo
C04345,Cliente 04345,Educacion,Barranquilla,Caribe,Atlantico,M,46-55,2021-10-20,Inactivo
C04346,Cliente 04346,Hogar,Villavicencio,Llanos,Meta,M,46-55,2020-12-31,Activo
C04347,Cliente 04347,Hogar,Santa Marta,Caribe,Magdalena,F,46-55,2024-03-13,Activo
C04348,Cliente 04348,Hogar,Cartagena,Caribe,Bolivar,No informado,18-25,2020-08-12,Activo
C04349,Cliente 04349,Educacion,Villavicencio,Llanos,Meta,M,26-35,2025-09-20,Activo
C04350,Cliente 04350,Educacion,Medellin,Antioquia,Antioquia,No informado,36-45,2021-09-16,Activo
C04351,Cliente 04351,Corporativo,Santa Marta,Caribe,Magdalena,M,36-45,2025-12-12,Activo
C04352,Cliente 04352,Gobierno,Cali,Occidente,Valle del Cauca,F,18-25,2021-09-06,Activo
C04353,Cliente 04353,Corporativo,Ibague,Centro,Tolima,No informado,56+,2022-02-01,Activo
C04354,Cliente 04354,Pyme,Santa Marta,Caribe,Magdalena,M,18-25,2022-01-29,Activo
C04355,Cliente 04355,Hogar,Barranquilla,Caribe,Atlantico,F,56+,2025-05-30,Activo
C04356,Cliente 04356,Corporativo,Pereira,Eje Cafetero,Risaralda,M,46-55,2024-04-26,Activo
C04357,Cliente 04357,Pyme,Medellin,Antioquia,Antioquia,No informado,56+,2025-02-28,Activo
C04358,Cliente 04358,Educacion,Manizales,Eje Cafetero,Caldas,F,18-25,2025-07-09,Activo
C04359,Cliente 04359,Corporativo,Pasto,Sur,Narino,M,18-25,2025-10-03,Activo
C04360,Cliente 04360,Hogar,Medellin,Antioquia,Antioquia,F,46-55,2025-11-29,Activo
C04361,Cliente 04361,Hogar,Manizales,Eje Cafetero,Caldas,No informado,56+,2019-05-21,Activo
C04362,Cliente 04362,Hogar,Barranquilla,Caribe,Atlantico,No informado,26-35,2023-12-23,Activo
C04363,Cliente 04363,Educacion,Cali,Occidente,Valle del Cauca,F,46-55,2023-06-24,Activo
C04364,Cliente 04364,Corporativo,Pasto,Sur,Narino,M,56+,2021-01-26,Activo
C04365,Cliente 04365,Hogar,Medellin,Antioquia,Antioquia,M,26-35,2019-03-05,Activo
C04366,Cliente 04366,Hogar,Bucaramanga,Oriente,Santander,M,18-25,2024-07-14,Activo
C04367,Cliente 04367,Educacion,Barranquilla,Caribe,Atlantico,M,26-35,2025-08-24,Activo
C04368,Cliente 04368,Educacion,Medellin,Antioquia,Antioquia,F,26-35,2021-11-04,Activo
C04369,Cliente 04369,Gobierno,Pereira,Eje Cafetero,Risaralda,F,26-35,2026-02-10,Activo
C04370,Cliente 04370,Hogar,Bogota,Centro,Cundinamarca,No informado,18-25,2020-10-17,Activo
C04371,Cliente 04371,Gobierno,Medellin,Antioquia,Antioquia,M,18-25,2023-11-26,Activo
C04372,Cliente 04372,Educacion,Pereira,Eje Cafetero,Risaralda,M,56+,2019-08-06,Activo
C04373,Cliente 04373,Pyme,Pereira,Eje Cafetero,Risaralda,F,26-35,2023-07-23,Activo
C04374,Cliente 04374,Educacion,Bogota,Centro,Cundinamarca,M,56+,2023-04-15,Activo
C04375,Cliente 04375,Pyme,Villavicencio,Llanos,Meta,F,36-45,2021-04-11,Activo
C04376,Cliente 04376,Pyme,Bogota,Centro,Cundinamarca,No informado,56+,2024-04-11,Activo
C04377,Cliente 04377,Hogar,Barranquilla,Caribe,Atlantico,F,18-25,2021-12-15,Activo
C04378,Cliente 04378,Educacion,Bucaramanga,Oriente,Santander,No informado,36-45,2023-06-04,Activo
C04379,Cliente 04379,Educacion,Manizales,Eje Cafetero,Caldas,No informado,56+,2021-05-29,Activo
C04380,Cliente 04380,Hogar,Pasto,Sur,Narino,M,56+,2024-02-04,Activo
C04381,Cliente 04381,Gobierno,Bogota,Centro,Cundinamarca,No informado,36-45,2025-08-14,Activo
C04382,Cliente 04382,Pyme,Pereira,Eje Cafetero,Risaralda,F,26-35,2022-01-01,Activo
C04383,Cliente 04383,Corporativo,Medellin,Antioquia,Antioquia,No informado,56+,2021-10-10,Activo
C04384,Cliente 04384,Gobierno,Cali,Occidente,Valle del Cauca,M,46-55,2021-01-13,Activo
C04385,Cliente 04385,Corporativo,Cali,Occidente,Valle del Cauca,No informado,18-25,2024-02-25,Activo
C04386,Cliente 04386,Corporativo,Pereira,Eje Cafetero,Risaralda,F,36-45,2021-04-13,Activo
